id,age,location,skin_type,channels_engaged,purchase_history
b0ebd59d-d2e8-4fb9-864f-19a567e90a52,27,West Nathanielstad,Normal,{Facebook},{CRM Software}
b0f0fef6-ab3a-4df9-8be4-dc8b9dbb2118,35,Port Kathryn,Dry,"{Facebook,Google Ads SEO}",{Marketing Automation}
b0f297f9-4c12-4aa5-b90c-d2bd9e596377,42,Jenniferberg,Sensitive,{Google Ads SEO},"{Loan Product,Bluetooth Speaker,Hair Serum}"
b0fd5c68-628b-4ae9-8732-2e79458fab66,42,East Amanda,Dry,{Google Ads SEO},"{Sunscreen,Face Cleanser}"
b102d2c5-3a74-416b-944f-02339592cf23,29,Lake Lisa,Oily,"{Email,Google Ads SEO}","{Savings Account,Credit Card,Face Cleanser}"
b10b9eb7-d2b4-479b-87ac-ce35a8622126,37,Joannburgh,Combination,{Email},"{Project Management Tool,Tablet}"
b1147cdf-4b54-4958-bf77-39fae622ba43,22,Cuevasberg,Normal,"{Email,Facebook,Google Ads SEO}","{Bluetooth Speaker,Marketing Automation,Tablet}"
b1369e7a-da74-40dd-9196-25cf4796af9b,20,Lake Markberg,Normal,"{Google Ads SEO,Email,Facebook}","{Hair Serum,Smartphone,Insurance Plan}"
b13ccea2-cad7-4d52-9823-2c556c37961a,21,West Roberttown,Oily,{Email},"{Project Management Tool,Analytics Dashboard,Investment Platform}"
b13db491-a5ed-43af-9263-40333075dacf,39,East Sheila,Sensitive,"{Google Ads SEO,Facebook}","{Tablet,Smartphone,Sunscreen}"
b1471db6-1baf-4fd4-87d4-bda2a601bbd4,45,Port Chloe,Dry,{Facebook},{Smartphone}
b149e7f8-d87f-41a4-908a-f92efef5abc2,33,South Haleystad,Normal,{Facebook},{Credit Card}
b15d0169-5320-4b2c-aada-b9be93b680f5,37,Zamoramouth,Oily,"{Facebook,Email,Google Ads SEO}",{Tablet}
b16551a9-1a2b-4980-98d5-c1ede6046baa,51,Richardhaven,Combination,"{Google Ads SEO,Email,Facebook}","{Smartphone,Lip Balm,Loan Product}"
b16a70a9-35bb-4e81-81bf-334eb994e828,57,Smithfurt,Sensitive,"{Facebook,Google Ads SEO,Email}","{Analytics Dashboard,Investment Platform}"
b170277f-9f33-4e1a-bd72-700affea700f,50,Lake Jill,Dry,"{Facebook,Google Ads SEO}","{Lip Balm,Marketing Automation,Savings Account}"
b17173bc-54c7-449f-89a4-2c87e182299b,55,Riverashire,Combination,"{Facebook,Google Ads SEO,Email}","{Moisturizer,Marketing Automation}"
b174c7a2-6d71-441b-95e2-a37ba15ccb93,43,Kempshire,Oily,{Email},"{Lip Balm,Wireless Earbuds,Face Cleanser}"
b174db8b-4f5e-496a-8627-afa94392dbae,44,Katieland,Sensitive,"{Facebook,Email}","{Savings Account,Insurance Plan,Investment Platform}"
b17883ec-544b-4235-8da2-13873f313fcf,51,Jessicaside,Oily,"{Email,Facebook}","{Savings Account,Customer Support Platform,Smartwatch}"
b17b7a9f-02ab-44b6-9758-e03aef5474bb,38,Muellerton,Normal,{Email},"{Smartphone,Tablet}"
b1801bab-579f-428e-b7e0-acd5cd2e78c8,42,New Kevin,Oily,{Facebook},{Project Management Tool}
b18331e9-94a9-4c70-957e-a83ab5ee3287,38,Boyerland,Dry,"{Email,Google Ads SEO,Facebook}","{Lip Balm,Sunscreen}"
b1936a37-a605-4aba-94e9-7125a3e24779,49,Shawfort,Sensitive,"{Facebook,Google Ads SEO,Email}","{Moisturizer,CRM Software,Smartwatch}"
b19be3aa-d5f2-4318-9bfc-83a8d61714f9,43,New Gregorymouth,Normal,{Google Ads SEO},"{Face Cleanser,Hair Serum}"
b19d7652-199c-4a92-95a8-c2272b60a2a1,48,Abbottland,Sensitive,"{Facebook,Email}",{Bluetooth Speaker}
b19fa4be-dcc0-4cf6-bffc-97c771e01a37,36,East Terriview,Normal,{Facebook},{Face Cleanser}
b1a7c244-fe8e-4da1-8aa9-2800e47728d3,25,Lisaland,Dry,"{Google Ads SEO,Facebook}",{Face Cleanser}
b1a99734-d5af-45b9-9efd-cc44e358dedc,36,North Nicole,Sensitive,{Google Ads SEO},"{Tablet,Insurance Plan}"
b1baae9f-8653-4d2c-9b38-8df5973ffd18,41,New Jennifer,Dry,"{Google Ads SEO,Email}",{Insurance Plan}
b1bb8c8d-afa8-4932-a740-353539260fb9,37,Howardtown,Oily,{Google Ads SEO},"{Analytics Dashboard,Smartphone}"
b1bd9b73-246f-4602-b881-09298f731e34,29,Jasonmouth,Normal,"{Email,Google Ads SEO,Facebook}",{CRM Software}
b1cbe328-6a03-4c23-be62-cf6dd4ac56f6,53,Patriciashire,Oily,"{Facebook,Email,Google Ads SEO}",{Tablet}
b1df4ed9-8c3e-4261-88e9-d6a80c0712f2,37,Port David,Dry,"{Facebook,Email}",{CRM Software}
b1e57e4c-52ad-4962-aea8-d1de8ad1171c,30,Lake Adamport,Normal,{Google Ads SEO},"{Customer Support Platform,Bluetooth Speaker,Credit Card}"
b1e63498-bf6b-4865-8b05-372030792110,54,Jenniferstad,Sensitive,"{Email,Google Ads SEO}",{CRM Software}
b1eefd19-6598-4dcd-be84-517ee7d7f9d5,41,West Alexander,Normal,"{Google Ads SEO,Email}","{Smartphone,Savings Account,Investment Platform}"
b20f02fa-4ace-458d-bef8-b6a7c9cfec6d,34,Garciafort,Oily,{Email},"{Savings Account,Investment Platform}"
b22e2641-fba4-4a82-a45f-ee3685c92ac1,25,New Sabrinaborough,Normal,"{Email,Google Ads SEO}",{Face Cleanser}
b2336037-6c5a-46c1-9261-69ece15c7f9f,56,West Codytown,Oily,"{Facebook,Google Ads SEO,Email}",{Savings Account}
b23509ac-9f59-43c9-98af-b3e416bc9def,47,Lake Morganmouth,Oily,"{Google Ads SEO,Facebook}","{Wireless Earbuds,Loan Product,Marketing Automation}"
b2487b0e-d24d-4935-a8f4-3b5ff97878f2,38,North Danielmouth,Sensitive,{Google Ads SEO},"{Credit Card,Customer Support Platform}"
b24d6627-f8dd-4038-a1af-19ae2a6af96f,19,West Rachelbury,Oily,"{Google Ads SEO,Email,Facebook}","{Moisturizer,Savings Account}"
b2562faf-3f81-42be-9659-92dad44f0cb0,49,Lake Laura,Dry,{Facebook},"{Investment Platform,Savings Account}"
b2566bd6-9ae7-4a4c-a2dd-6bdfcd17a0af,60,East Nicoleberg,Normal,"{Google Ads SEO,Facebook,Email}",{Smartphone}
b25da060-64be-40f2-b19f-aeeb4e485f2f,47,Lake Susanland,Oily,"{Facebook,Google Ads SEO}","{CRM Software,Analytics Dashboard,Investment Platform}"
b25e0467-5190-4b64-a603-cfb0e6049329,47,Davisfurt,Normal,{Google Ads SEO},"{CRM Software,Credit Card}"
b2600a84-b4fb-4fbf-a863-b3190deeb900,49,West Victor,Normal,"{Facebook,Google Ads SEO}","{Investment Platform,Moisturizer,Wireless Earbuds}"
b2619cea-18e0-4242-a3f7-15fb825786a6,31,Luisburgh,Normal,"{Google Ads SEO,Email}","{Analytics Dashboard,CRM Software}"
b2656785-033a-4f2b-b801-421a2ab77d8c,32,Lake Brettmouth,Sensitive,"{Google Ads SEO,Email,Facebook}",{Sunscreen}
b265eec1-0217-4486-b97d-77687bcc6c9a,34,Charlesberg,Normal,{Google Ads SEO},"{Insurance Plan,CRM Software}"
b268b95e-0ed8-4db7-b146-7d8f2fde04fb,22,Colemanland,Sensitive,"{Email,Google Ads SEO,Facebook}","{Hair Serum,Marketing Automation}"
b26dbe4d-0693-4e08-a5b1-6e098757a957,26,Duncanstad,Dry,{Email},"{Savings Account,Hair Serum,Marketing Automation}"
b26eab41-8637-402b-b896-350c3225f723,38,Ambermouth,Sensitive,"{Facebook,Email,Google Ads SEO}","{Lip Balm,Marketing Automation}"
b27d0240-88cd-4a8f-86aa-6c9d57704c0b,20,Freemanside,Dry,{Email},"{Marketing Automation,Face Cleanser,Savings Account}"
b2832b25-07b7-4b70-8868-bcb551f89fea,39,Gutierrezchester,Normal,"{Email,Facebook}","{Wireless Earbuds,Moisturizer}"
b28bcb65-5c27-4d15-beda-a5c4a96f1ed0,21,Dianabury,Combination,{Email},{Bluetooth Speaker}
b28fce6b-927e-4433-a613-84097c613ae5,37,Loriport,Combination,"{Email,Facebook}","{Project Management Tool,Moisturizer}"
b29299d0-75f7-4079-bf58-0bc13c914e3f,60,New Wanda,Oily,"{Google Ads SEO,Email}",{Moisturizer}
b29db6f7-2354-4d69-9483-32f18e7b20d1,40,Jamesmouth,Sensitive,"{Facebook,Google Ads SEO,Email}",{Project Management Tool}
b2a440af-5da5-4405-8489-00bee4fd8434,58,West Charlotte,Oily,"{Email,Google Ads SEO}","{Marketing Automation,Insurance Plan}"
b2a8c1b2-4a1b-46a8-a6de-a87ece5220e3,19,New Erin,Combination,{Google Ads SEO},"{Loan Product,Smartphone}"
b2aeae8e-b9ad-48d2-873c-20b18f3ff606,59,East Kevinside,Dry,"{Email,Google Ads SEO}",{Wireless Earbuds}
b2aeb415-5aac-46c1-9225-eea1c3756ca8,57,Lake Lisafort,Normal,"{Email,Google Ads SEO}","{CRM Software,Savings Account,Lip Balm}"
b2b14559-b730-4c23-8913-e7c6018075ba,42,Griffinfort,Dry,"{Google Ads SEO,Facebook,Email}","{Project Management Tool,Customer Support Platform}"
b2b77183-0560-4642-bff3-431b1ee7940b,41,Kingland,Sensitive,{Facebook},"{Insurance Plan,Credit Card,Investment Platform}"
b2ba7f51-3911-4a4d-ac59-a62baaf47d8f,58,New Erica,Dry,"{Facebook,Email,Google Ads SEO}","{Customer Support Platform,Marketing Automation,Hair Serum}"
b2c61aca-bb03-4ae1-ae49-8bfb4e3d6359,38,New Nicole,Combination,"{Email,Google Ads SEO,Facebook}",{Smartphone}
b2c9329c-f41a-4ff5-8f9b-e6631541b9d0,42,Christineshire,Dry,{Email},{Moisturizer}
b2caff8d-f469-4ccd-ae88-a28cf445d058,34,North John,Sensitive,"{Facebook,Google Ads SEO}","{CRM Software,Wireless Earbuds,Sunscreen}"
b2cb8050-788a-4bca-8fee-c05648e2c1b3,37,West Donnaburgh,Oily,"{Google Ads SEO,Facebook}","{Face Cleanser,Lip Balm,Project Management Tool}"
b2d6ba77-d227-4d0e-a7d6-70db53db6679,25,Davidberg,Combination,"{Email,Facebook,Google Ads SEO}","{Savings Account,Bluetooth Speaker}"
b2db7d3a-0427-4973-8ba3-b08628335d0b,37,West Angelashire,Oily,{Email},"{Wireless Earbuds,Investment Platform,Insurance Plan}"
b2e22dd3-06f4-42cc-8830-10f3627991d1,46,North Haileyfort,Oily,{Google Ads SEO},{Moisturizer}
b2ec3f89-4af2-4937-ba21-e5316ce7059f,23,Lake Shannonview,Combination,"{Google Ads SEO,Facebook,Email}",{Customer Support Platform}
b2fb3078-b159-42be-833a-1b7c7d5fbb11,31,Michaelport,Normal,{Google Ads SEO},"{Credit Card,Face Cleanser,Sunscreen}"
b2fc26e1-5381-4477-b0e7-2d32c969ab78,23,Allisonville,Dry,"{Facebook,Email}",{Face Cleanser}
b3070a1e-8b03-47a0-9198-0797b68e275a,37,South Tammymouth,Sensitive,"{Email,Facebook}","{Smartphone,Savings Account}"
b308a9a6-1929-4939-b2b3-83d228bc6c02,51,New Crystal,Dry,"{Email,Facebook,Google Ads SEO}","{Tablet,Moisturizer,Smartwatch}"
b3179b3c-03c2-4749-a368-d4c0429590f9,30,New Alex,Dry,"{Facebook,Google Ads SEO}","{Hair Serum,Customer Support Platform,Lip Balm}"
b31c0af1-e308-4fe9-a53c-e25d13195c0a,22,Walkerborough,Normal,{Facebook},"{Smartwatch,Smartphone,Sunscreen}"
b31cbec5-ece7-4b6a-97d9-30b5eb2ad674,57,Port Ashley,Sensitive,"{Facebook,Email,Google Ads SEO}","{Smartwatch,Tablet}"
b325cecb-8237-4f45-a599-5b54ba0a5f97,31,Lake Krystalside,Sensitive,"{Google Ads SEO,Email,Facebook}","{Sunscreen,Investment Platform}"
b32c01a6-1d2c-4a61-ab57-12943c0da527,54,Ramosmouth,Dry,"{Facebook,Google Ads SEO}","{Investment Platform,Smartphone}"
b330c119-9eab-4691-a067-1872d09e8669,25,Ronaldbury,Combination,"{Google Ads SEO,Facebook,Email}",{Analytics Dashboard}
b3333588-34d8-49ca-a0cc-8a8a33252755,33,Clinefort,Normal,{Google Ads SEO},"{Analytics Dashboard,Investment Platform,Hair Serum}"
b33a7faa-a685-46c3-9588-e3de7d257180,18,Lake Vickie,Sensitive,"{Email,Google Ads SEO,Facebook}","{Investment Platform,Wireless Earbuds}"
b340036a-875a-4672-b83d-61f3927d6c6b,56,Bartlettport,Oily,"{Google Ads SEO,Facebook}",{Customer Support Platform}
b341a7bc-b218-4b7d-8bcb-0f20d384abd9,27,Port Benjamin,Normal,"{Facebook,Google Ads SEO,Email}","{Savings Account,Smartwatch}"
b34541ca-101c-4b38-a000-f588e4f0fcc4,21,South Erin,Combination,{Facebook},{Smartwatch}
b3474726-6f10-4d39-8e5a-0c6f0441db66,19,Hawkinston,Normal,"{Google Ads SEO,Facebook,Email}",{CRM Software}
b34dfcb5-d002-46af-907c-e07982a35dc2,19,New Cassandra,Normal,"{Email,Google Ads SEO}",{Customer Support Platform}
b3571ad8-4e79-439a-94ab-cbcca22717b1,32,Petersburgh,Normal,"{Google Ads SEO,Email}",{Marketing Automation}
b361d064-8ab5-4523-a174-69dfc127726e,43,Kimport,Normal,{Email},"{Insurance Plan,Tablet}"
b3657401-9d3e-4874-9196-63b6e3b07604,25,West Jeremyfurt,Dry,"{Google Ads SEO,Facebook,Email}","{Moisturizer,Project Management Tool,Savings Account}"
b370120f-9020-454c-a9f7-8daf159845de,25,East Isaacfort,Dry,"{Facebook,Email,Google Ads SEO}","{CRM Software,Customer Support Platform}"
b378bb27-80b2-4434-8915-f2ea7515662d,22,South Nicholas,Sensitive,"{Facebook,Google Ads SEO}","{Credit Card,Smartphone,Wireless Earbuds}"
b388f9d4-0364-410b-a443-328efa60b276,42,West Gina,Normal,"{Facebook,Email}","{Analytics Dashboard,Credit Card}"
b38a0b83-7db8-4853-aa8f-1f342b052a58,45,Christinemouth,Sensitive,"{Facebook,Email}","{Marketing Automation,Lip Balm,Face Cleanser}"
b38c158e-97c2-4407-b776-a7b77ec42627,40,Reidport,Oily,{Facebook},"{Smartphone,Insurance Plan}"
b38cac72-6a29-4544-9982-868f1a38003c,60,South Sharon,Dry,"{Google Ads SEO,Facebook}","{Customer Support Platform,Moisturizer}"
b394cc78-ec30-49eb-9622-7703389d6326,19,North Shelly,Dry,"{Email,Google Ads SEO,Facebook}",{CRM Software}
b39c4d4d-05a9-4563-b507-a88ba0b91ff0,35,Phillipston,Dry,"{Google Ads SEO,Email,Facebook}",{Bluetooth Speaker}
b3a2d2dc-2c62-42bf-8448-b408a228eefe,38,New Matthew,Normal,{Facebook},{Moisturizer}
b3a83a02-ec70-4bb6-a599-c38cacbbf72b,24,Valdeztown,Normal,{Google Ads SEO},{Face Cleanser}
b3b65471-691f-4005-a223-b8fb70195779,57,South Shannonfurt,Oily,{Google Ads SEO},"{Face Cleanser,Sunscreen,Lip Balm}"
b3c3caa5-04c2-4f37-818c-c4af9005732e,21,South Yvette,Combination,"{Facebook,Email,Google Ads SEO}","{Customer Support Platform,Project Management Tool}"
b3c6be75-b8a2-4802-9c5d-a7c4af72260e,37,East Lisaside,Oily,{Email},{Investment Platform}
b3cc9c4c-c452-4b58-9f02-cba0a0d409f9,51,North Joanland,Normal,{Google Ads SEO},"{Project Management Tool,Investment Platform}"
b3ceea85-7219-4239-8cc3-8c00e1167b52,29,New Austinstad,Normal,"{Google Ads SEO,Facebook,Email}","{CRM Software,Hair Serum,Face Cleanser}"
b3d14db2-768a-4282-ae17-0092ebe7a08f,38,Elliotttown,Sensitive,{Facebook},"{CRM Software,Analytics Dashboard,Investment Platform}"
b3d3bf49-6b14-4b89-ab81-cfdfde3f108b,53,New Lukehaven,Normal,"{Google Ads SEO,Facebook}","{Analytics Dashboard,Insurance Plan}"
b3d9dc15-5b45-4af0-a117-998d9e1cd656,47,East Markport,Oily,"{Facebook,Google Ads SEO}","{Investment Platform,Hair Serum,Sunscreen}"
b3e2a0ca-ddf9-448c-a962-73214f315e48,34,South Sean,Combination,{Google Ads SEO},"{Customer Support Platform,Lip Balm}"
b3e40be0-1065-44c0-a69c-4622bdd9283e,39,East Malik,Oily,"{Google Ads SEO,Facebook}","{Lip Balm,Analytics Dashboard,Wireless Earbuds}"
b3f06e7d-1de5-44c6-b85c-9b17af59c303,31,Moorefurt,Sensitive,{Google Ads SEO},{Project Management Tool}
b3f0e681-3e41-423d-9fc6-eed31bbcff61,18,Heatherfort,Normal,"{Google Ads SEO,Email,Facebook}",{Hair Serum}
b3f17b5e-598f-43c0-8b0e-21a11198a5f9,50,South Davidview,Oily,"{Facebook,Google Ads SEO}","{Sunscreen,Bluetooth Speaker,Customer Support Platform}"
b3f3bc12-4bee-4be4-99a8-ed9d41d90116,49,East Jenny,Combination,"{Email,Facebook}","{Credit Card,Customer Support Platform}"
b40440df-2330-4b57-8300-3c7233907999,49,Kimberlyfurt,Combination,"{Facebook,Email,Google Ads SEO}","{Tablet,Insurance Plan}"
b41383a4-a870-46ca-b7b6-a3155af009d6,24,New Heatherside,Normal,"{Google Ads SEO,Facebook,Email}","{Analytics Dashboard,Sunscreen}"
b41c55b5-da0b-4f7d-85ac-820716cb8b0e,60,North Reneehaven,Sensitive,{Email},{CRM Software}
b422b253-5afc-4df6-8155-4149e79a83b1,44,Robertfort,Oily,{Facebook},"{Face Cleanser,CRM Software}"
b42566fd-f05c-46f9-8e45-0f29d4fda8d7,59,Garrettfurt,Normal,"{Google Ads SEO,Facebook,Email}",{Bluetooth Speaker}
b42a3699-1a4d-4960-80c7-b7aba46cace0,30,Mitchellside,Sensitive,"{Email,Facebook}",{Hair Serum}
b434a8ee-253d-4449-8183-7e9c0c7d77d7,19,North Daniel,Sensitive,"{Facebook,Email}","{Smartphone,Sunscreen}"
b43a6630-227c-4adc-ad77-d5bb1d638411,55,Marciaside,Sensitive,"{Google Ads SEO,Facebook}",{Tablet}
b43ccf3e-5034-4ebe-96e2-9ea2b5689d23,27,Lake Jocelynton,Combination,"{Facebook,Google Ads SEO,Email}","{Savings Account,Smartwatch,Insurance Plan}"
b44012eb-51bc-40d0-824a-468f7dde1e6c,55,Whitneyberg,Sensitive,{Google Ads SEO},{CRM Software}
b450063e-8447-4f03-acf5-2fba1e83e616,46,Joshuashire,Combination,"{Google Ads SEO,Facebook}","{Loan Product,Tablet,Project Management Tool}"
b45b0340-73ee-4cf4-8b95-5dd097c74265,56,East Amanda,Combination,"{Facebook,Google Ads SEO}","{Wireless Earbuds,Face Cleanser,Customer Support Platform}"
b45d2dbf-6534-4d46-b31b-48eb6e6cde74,28,Luischester,Combination,"{Email,Google Ads SEO}",{CRM Software}
b45e9441-fb95-4e72-864f-a009655931d4,27,New Sean,Sensitive,{Email},"{Project Management Tool,Investment Platform,Smartphone}"
b45fdd59-fff0-43f4-be3d-5b4b3ec0a891,24,Port Jessica,Dry,{Google Ads SEO},{Credit Card}
b463b3a8-9c6a-4810-a54f-af84842ece6e,38,Melissaberg,Sensitive,"{Google Ads SEO,Facebook,Email}",{Project Management Tool}
b46c4d0e-7992-455a-b03f-f518d3aea966,35,Petermouth,Sensitive,"{Google Ads SEO,Facebook}","{Sunscreen,Insurance Plan}"
b46fca5a-6e29-4382-9fb9-d4b0440d6c77,32,New Trevorside,Dry,"{Email,Google Ads SEO}","{CRM Software,Credit Card}"
b47a8c5a-6799-4bb7-9817-e4d2611171b3,26,Morsefort,Normal,"{Email,Facebook}","{Lip Balm,Insurance Plan}"
b48a6ae5-7b97-45fe-98d2-8533d64b5c82,38,Port Davidborough,Oily,{Email},"{Project Management Tool,Face Cleanser,Sunscreen}"
b492a65f-ea5d-4fb1-ae21-1f7d1448cb81,22,Port Ann,Combination,{Google Ads SEO},"{Savings Account,Bluetooth Speaker,Wireless Earbuds}"
b499463d-7b2f-46f5-9681-70417c9d73dc,38,West Robert,Sensitive,{Google Ads SEO},"{Hair Serum,Investment Platform}"
b4a61212-26ba-45fa-9cdc-a361c9523d55,26,Lake Brentstad,Oily,"{Email,Facebook,Google Ads SEO}",{Face Cleanser}
b4ac9ee2-6a2b-4d28-89bd-ae6909944c63,47,Moranview,Dry,"{Email,Facebook,Google Ads SEO}","{Hair Serum,Marketing Automation}"
b4b22db8-e4c9-43f4-b0d3-1fa7bec1f5c4,52,East Sherryville,Normal,"{Facebook,Google Ads SEO,Email}","{Investment Platform,Smartwatch,Face Cleanser}"
b4b29795-5ec7-45b9-829d-1875b8263223,42,Jamesview,Combination,"{Email,Facebook,Google Ads SEO}","{Bluetooth Speaker,Moisturizer}"
b4b60fc8-bf5c-44b0-b01e-f24d7128f536,30,Hutchinsonmouth,Dry,"{Facebook,Email}",{Smartphone}
b4b8d471-775a-422b-9b20-d91597703dfb,49,North Jonathanton,Normal,"{Email,Facebook}",{Credit Card}
b4ba5f71-c7d9-4621-a34b-ed360b91bf83,54,Brownton,Normal,"{Facebook,Email}","{Investment Platform,Loan Product,Tablet}"
b4bc838e-8689-45d2-988e-3ec51acd4d90,23,West Manuelhaven,Sensitive,"{Google Ads SEO,Email}","{Savings Account,Bluetooth Speaker}"
b4c66441-8886-4c99-93c7-e8c6c68fb9e4,22,East Jasonburgh,Oily,"{Google Ads SEO,Email,Facebook}",{Analytics Dashboard}
b4c9749f-3605-4357-8d3f-e59dc83909c2,29,North Jay,Normal,"{Email,Google Ads SEO,Facebook}",{Savings Account}
b4cc28d3-220c-45e9-8eae-2a5e3e2d07f7,29,East Donna,Combination,"{Email,Google Ads SEO,Facebook}",{Tablet}
b4cf1f90-8e6b-49c0-b80c-6fe7a177ca0a,56,Martinezview,Normal,"{Facebook,Google Ads SEO}","{Loan Product,Face Cleanser}"
b4d7dc34-f701-4ef0-b03f-737facee58a4,60,South Lauren,Dry,{Facebook},"{Smartphone,Customer Support Platform}"
b4e0b780-d433-44aa-b5dc-cee32326b2ff,23,East Jeffrey,Normal,"{Facebook,Google Ads SEO,Email}","{Sunscreen,Bluetooth Speaker,CRM Software}"
b4ed40eb-d132-4031-943d-5aaf9cdd08ef,49,South Johnny,Combination,"{Email,Facebook}",{Customer Support Platform}
b4f33462-b2fd-45e1-9bfc-5860e6814826,27,New Sarahville,Sensitive,"{Facebook,Email}",{Customer Support Platform}
b4f7e671-a54d-4a0d-9cdc-31982e775b84,45,Shaneton,Sensitive,"{Facebook,Email}","{Smartwatch,Lip Balm}"
b503e839-b29f-4490-9d09-cbc0edfcef3e,22,New Pamela,Normal,"{Facebook,Google Ads SEO,Email}",{Loan Product}
b5270aa8-a830-4b31-ba2a-81babf6738d3,56,Lake Jeremy,Sensitive,"{Google Ads SEO,Facebook}","{CRM Software,Moisturizer}"
b52a55bb-8682-4a51-b58e-f589d7136c87,42,Lake Sarah,Normal,"{Email,Facebook}","{Loan Product,Bluetooth Speaker}"
b5452fe8-22b7-4ef1-b6fd-cebbfbfa38d6,49,Parkermouth,Oily,{Google Ads SEO},"{Project Management Tool,CRM Software}"
b54b1386-6330-4e4a-96cb-1f2ad10bdad6,31,West Andrewburgh,Oily,{Email},{Lip Balm}
b54cedec-f1f3-4576-bdf7-bac544569a04,32,South Jeffreyborough,Combination,"{Google Ads SEO,Facebook}",{Credit Card}
b551e2f0-37d0-491b-96d6-c030f697cf03,26,New David,Combination,"{Google Ads SEO,Email}","{Moisturizer,Investment Platform,CRM Software}"
b55fbfea-91d1-41c3-9386-3cd5f60fcbe7,29,Annamouth,Sensitive,"{Facebook,Email}","{Marketing Automation,Sunscreen}"
b5665dee-951f-4e41-8fb1-97f3671f2fda,39,Wilsonburgh,Combination,"{Google Ads SEO,Facebook,Email}",{Analytics Dashboard}
b56d918b-1e3d-4a4e-bab1-843e5ecae19d,29,Courtneyshire,Combination,{Facebook},"{Moisturizer,Wireless Earbuds}"
b571964a-1f43-4945-92b8-b5a87f1a5165,25,Nicholasville,Dry,{Google Ads SEO},"{Bluetooth Speaker,Project Management Tool}"
b574a4d8-8a16-41e8-8c89-73c7891a9a20,19,East Tina,Oily,"{Email,Google Ads SEO}",{Credit Card}
b57523c0-27dc-43ff-ae78-e6b65affef17,23,East David,Oily,"{Email,Facebook,Google Ads SEO}","{Smartphone,Credit Card,Investment Platform}"
b577b920-8e2f-4ffb-8bef-6d714e5f0343,31,East Tiffanybury,Sensitive,"{Google Ads SEO,Email}","{Insurance Plan,Customer Support Platform,Smartwatch}"
b579ab48-673e-414c-b036-9c7f83d29c10,55,Lake Timothyshire,Sensitive,"{Email,Google Ads SEO}",{Lip Balm}
b57e0165-611e-48b6-a529-e194eb077866,60,New Davidview,Dry,"{Email,Facebook,Google Ads SEO}",{Insurance Plan}
b581d282-9d89-4fd4-86fc-f9139e5503b0,24,South Christine,Oily,{Google Ads SEO},"{Hair Serum,Sunscreen,Project Management Tool}"
b5842679-76d1-456b-a697-3e96abc9bfc0,26,North Adrienne,Sensitive,"{Email,Google Ads SEO,Facebook}","{Credit Card,Sunscreen,CRM Software}"
b58dcb5b-1377-4c98-bdc3-2e33f281498f,36,Taylorborough,Sensitive,"{Email,Facebook}","{Analytics Dashboard,Investment Platform}"
b5912106-e0c6-4e63-9990-ca75ca174d6e,55,Thomasmouth,Oily,"{Facebook,Email,Google Ads SEO}",{Lip Balm}
b5922fe1-ed3c-4ab1-ba79-f822f340139a,20,New Ian,Oily,"{Facebook,Email,Google Ads SEO}","{Customer Support Platform,Insurance Plan,Tablet}"
b59a4dcd-1259-423a-85ee-d145c6c630e3,23,North Justin,Sensitive,"{Google Ads SEO,Facebook}","{Hair Serum,Customer Support Platform,Face Cleanser}"
b59e9eca-6ed5-4c39-b7a7-9efade393fdd,20,Phillipsport,Oily,"{Google Ads SEO,Email}",{Customer Support Platform}
b5a1465c-2557-4b24-b329-2f98300cc9ea,38,East Margaret,Normal,"{Facebook,Email,Google Ads SEO}","{Smartwatch,Hair Serum,Face Cleanser}"
b5a2d098-1370-459e-b46d-d4f37154cc08,29,East Jeffreyside,Normal,"{Facebook,Email}","{Smartwatch,Hair Serum}"
b5ae7182-d242-47a7-abd2-11cfd0dcdcf2,55,East Jasmineberg,Dry,"{Google Ads SEO,Email,Facebook}","{Insurance Plan,Lip Balm,Customer Support Platform}"
b5af043c-3391-49d7-ac24-611d45a8e232,30,South Emily,Sensitive,"{Google Ads SEO,Email,Facebook}","{Credit Card,Analytics Dashboard}"
b5b07ede-10d2-400c-b51e-1cc2f83a9480,55,Jacobsburgh,Combination,{Email},{Lip Balm}
b5b1fa94-b9bd-4488-94e5-4552dbb942c4,43,Harrisland,Combination,"{Email,Facebook}","{Smartwatch,Hair Serum,Tablet}"
b5c06092-b6fc-48dd-ab77-593668b0509d,30,Kevinbury,Oily,"{Email,Facebook}",{Investment Platform}
b5cd641d-d4ce-45f4-899b-73b3803d0c52,22,New Patricia,Combination,{Facebook},"{Investment Platform,Tablet}"
b5eb7d88-b5eb-45ac-8d19-5ba96f73e6fb,26,North Jeremy,Combination,"{Google Ads SEO,Email,Facebook}","{Bluetooth Speaker,Wireless Earbuds,Analytics Dashboard}"
b5ecbcc0-09ba-4c4e-9a13-8f5180e2c904,36,Justinfort,Sensitive,"{Facebook,Email}","{Tablet,Smartwatch}"
b5f17653-02b1-4645-b184-8937559c7758,27,East Herbertstad,Oily,{Email},"{Lip Balm,Tablet,Face Cleanser}"
b5f32807-28a7-4aed-8f39-cd84aa91ca28,30,North Destiny,Dry,{Email},"{Hair Serum,Loan Product,Credit Card}"
b5f4f257-bb40-4190-9f36-eff1af232f46,49,Leslieport,Combination,"{Email,Google Ads SEO,Facebook}","{Lip Balm,Tablet}"
